text,span,label,ordinal,ac,ot
"['With the exception of our lemon salad that had so much pepper on it that our eyes started watering , the food here was decent , not great .']",food,negative,0,food quality,not great
"['With the exception of our lemon salad that had so much pepper on it that our eyes started watering , the food here was decent , not great .']",lemon salad,negative,0,food quality,exception
['The service was extremely fast and attentive ( thanks to the service button on your table ) but I barely understood 1 word when the waiter took our order .'],service,positive,0,service general,fast
['The service was extremely fast and attentive ( thanks to the service button on your table ) but I barely understood 1 word when the waiter took our order .'],service,positive,0,service general,attentive
['The service was extremely fast and attentive ( thanks to the service button on your table ) but I barely understood 1 word when the waiter took our order .'],service button,positive,0,service general,thanks to
['The service was extremely fast and attentive ( thanks to the service button on your table ) but I barely understood 1 word when the waiter took our order .'],waiter,negative,0,service general,barely understood
['My quesadilla tasted like it had been made by a three-year old with no sense of proportion or flavor .'],quesadilla,negative,0,food quality,no sense of proportion or flavor
['My quesadilla tasted like it had been made by a three-year old with no sense of proportion or flavor .'],quesadilla,negative,0,food style_options,no sense of proportion
"[""The boths are not as small as some of the reviews make them out to look they 're perfect for 2 people .""]",boths,positive,0,ambience general,not as small
"[""One would think we 'd get an apology or complimentary drinks - instead , we got a snobby waiter would n't even take our order for 15 minutes and gave us lip when we asked him to do so .""]",waiter,negative,0,service general,snobby
"[""I 've never had bad service and the fish is fresh and delicious .""]",service,positive,0,service general,never had bad
"[""I 've never had bad service and the fish is fresh and delicious .""]",fish,positive,0,food quality,fresh
"[""I 've never had bad service and the fish is fresh and delicious .""]",fish,positive,0,food quality,delicious
"[""There 's another girl who I ca n't describe , she is about 5 ' 6 `` with brown hair , who eavesdrops on your conversation and chimes in - except she only hears the last part of what you said , so her uninvited opinions are often out of context and nothing to do with what you 're *really * talking about .""]",girl,negative,0,service general,uninvited
"[""Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home ... ..very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele ... ..all on Roosevelt Avenue !""]",decor,positive,0,ambience general,Fabulous
"[""Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home ... ..very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele ... ..all on Roosevelt Avenue !""]",food,positive,0,food quality,good
"[""Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home ... ..very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele ... ..all on Roosevelt Avenue !""]",food,positive,0,food prices,cheaply-priced
"[""Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home ... ..very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele ... ..all on Roosevelt Avenue !""]",staff,positive,0,service general,friendly
"[""Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home ... ..very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele ... ..all on Roosevelt Avenue !""]",Rice Avenue,positive,0,ambience general,feel at home
"[""Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home ... ..very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele ... ..all on Roosevelt Avenue !""]",Rice Avenue,positive,0,location general,very Soho /Village /Upper West Side
"[""Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home ... ..very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele ... ..all on Roosevelt Avenue !""]",Rice Avenue,positive,0,restaurant prices,minus the expensive prices
"['Great food , great decor , great service .']",food,positive,0,food quality,Great
"['Great food , great decor , great service .']",decor,positive,0,ambience general,great
"['Great food , great decor , great service .']",service,positive,0,service general,great
['THIS STAFF SHOULD BE FIRED .'],STAFF,negative,0,service general,FIRED
['When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else .'],bagels,positive,0,food quality,better
"['Excellent dumplings served amid clean , chic decor .']",dumplings,positive,0,food quality,Excellent
"['Excellent dumplings served amid clean , chic decor .']",decor,positive,0,ambience general,clean
"['Excellent dumplings served amid clean , chic decor .']",decor,positive,0,ambience general,chic
"[""Their bagels are fine , but they are a little overcooked , and not really a 'special ' bagel experience .""]",bagels,negative,0,food quality,fine
"[""Their bagels are fine , but they are a little overcooked , and not really a 'special ' bagel experience .""]",bagels,negative,0,food quality,overcooked
['Ravioli was good ... but I have to say that I found everything a bit overpriced .'],Ravioli,positive,0,food quality,good
['I think the pizza is so overrated and was under cooked .'],pizza,negative,0,food quality,overrated
"['Went on a 3 day oyster binge , with Fish bringing up the closing , and I am so glad this was the place it O trip ended , because it was so great !']",oyster binge,positive,0,restaurant general,great
